epoch,lr,train_loss,train_reg,train_ord,train_con,train_class,train_nll,train_rank,val_mae,val_min_recall,val_balanced_acc,val_strategy,per_class,sec
24,4.817e-05,0.0147,0.0276,0.1928,0.0047,0.5438,-0.9942,0.09,4.299,0.5849,0.6842,class_argmax,0.75;0.58;0.60;0.80,277.4
25,4.453e-05,-0.0082,0.0263,0.1934,0.0045,0.5451,-1.0397,0.0902,4.295,0.566,0.6826,class_argmax,0.75;0.57;0.60;0.81,281.5
26,4.092e-05,-0.0429,0.0252,0.1874,0.0042,0.5308,-1.079,0.0864,4.305,0.5988,0.6905,class_argmax,0.75;0.60;0.60;0.81,281.1
27,3.735e-05,-0.0624,0.0235,0.1847,0.004,0.5232,-1.1009,0.0848,4.308,0.5849,0.681,class_argmax,0.74;0.58;0.59;0.81,275.9
28,3.386e-05,-0.0726,0.0228,0.1839,0.0037,0.5218,-1.1172,0.0859,4.303,0.5849,0.6818,class_argmax,0.74;0.58;0.60;0.81,276.3
29,3.044e-05,-0.102,0.0208,0.1842,0.0035,0.5235,-1.1733,0.0835,4.307,0.5849,0.6786,class_argmax,0.72;0.58;0.60;0.81,276.2
30,2.714e-05,-0.1195,0.0199,0.1821,0.0035,0.5185,-1.1972,0.0836,4.312,0.5849,0.6726,class_argmax,0.70;0.58;0.60;0.81,276.2
31,2.395e-05,-0.1292,0.019,0.1827,0.0033,0.5209,-1.2184,0.0839,4.329,0.5849,0.6778,class_argmax,0.72;0.58;0.60;0.81,276.1
32,2.091e-05,-0.155,0.0181,0.1801,0.0031,0.5139,-1.2544,0.0805,4.343,0.6038,0.6793,class_argmax,0.70;0.60;0.60;0.81,276.0
33,1.802e-05,-0.1632,0.0179,0.1768,0.0031,0.5048,-1.2557,0.0824,4.352,0.5926,0.677,class_argmax,0.70;0.60;0.59;0.81,277.5
34,1.53e-05,-0.173,0.017,0.1793,0.003,0.5124,-1.2858,0.0818,4.364,0.6038,0.6845,class_argmax,0.72;0.60;0.60;0.81,276.2
35,1.276e-05,-0.19,0.0168,0.1776,0.0029,0.5068,-1.31,0.081,4.369,0.5988,0.6741,class_argmax,0.68;0.60;0.60;0.81,276.6
36,1.043e-05,-0.2144,0.0154,0.1758,0.0029,0.5021,-1.3472,0.0797,4.368,0.5988,0.6745,class_argmax,0.68;0.60;0.60;0.81,276.2
37,8.3e-06,-0.2155,0.0156,0.177,0.0029,0.5065,-1.3567,0.0802,4.373,0.5849,0.6718,class_argmax,0.68;0.58;0.60;0.81,276.0
38,6.4e-06,-0.2264,0.0146,0.178,0.0028,0.5094,-1.3807,0.0787,4.377,0.5849,0.6726,class_argmax,0.68;0.58;0.60;0.82,276.8
39,4.73e-06,-0.2321,0.0151,0.1752,0.0027,0.5008,-1.3791,0.0792,4.381,0.5472,0.6627,class_argmax,0.68;0.55;0.60;0.81,276.9
40,3.3e-06,-0.2386,0.0139,0.1775,0.0027,0.5081,-1.402,0.08,4.38,0.5472,0.6627,class_argmax,0.68;0.55;0.60;0.81,275.7
41,2.12e-06,-0.2526,0.014,0.1736,0.0027,0.4972,-1.4106,0.0778,4.376,0.5472,0.6658,class_argmax,0.68;0.55;0.62;0.81,276.2
42,1.2e-06,-0.2498,0.0139,0.1754,0.0027,0.5017,-1.4128,0.0777,4.376,0.5472,0.6646,class_argmax,0.68;0.55;0.62;0.81,279.3
43,5.3e-07,-0.2466,0.0137,0.176,0.0027,0.5035,-1.4097,0.0794,4.378,0.5472,0.6635,class_argmax,0.68;0.55;0.61;0.81,289.8
44,1.3e-07,-0.2562,0.0136,0.176,0.0027,0.5031,-1.4277,0.078,4.376,0.5472,0.6615,class_argmax,0.68;0.55;0.60;0.81,286.9
